0	0	0	15	175	33	965	0	0	1	1	0	7	0	7	69	3
0	0	0	0	5	2	13	0	0	0	0	0	0	0	0	4	1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	2	18	3	47	3	0	2	0	0	1	2	0	4	2
0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	5	7	0	0	0	0	0	8	0	0	4	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	11	0	0	0	0	0	0
0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
2	0	0	6	0	192	0	0	0	0	2	0	0	0	0	0	0
1	0	0	1	0	26	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0
1	0	0	4	0	225	8	0	0	0	1	1	1	0	0	1	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	6	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	252	0	0	0	0	1	0	0	0	0	0	0
0	0	0	3	0	17	0	0	0	0	16	0	0	0	0	0	0
0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
1	1	0	12	1	426	3	0	0	0	3	0	0	0	0	1	0
0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	4	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
3	5	1	0	0	19	19	0	0	9	0	0	0	0	0	7	0
0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
